entity_id,temperature_c,tariff_usd_kwh,renewable_policy_index,equipment_efficiency,load_h00_kw,load_h01_kw,load_h02_kw,load_h03_kw,load_h04_kw,load_h05_kw,load_h06_kw,load_h07_kw,load_h08_kw,load_h09_kw,load_h10_kw,load_h11_kw,load_h12_kw,load_h13_kw,load_h14_kw,load_h15_kw,load_h16_kw,load_h17_kw,load_h18_kw,load_h19_kw,load_h20_kw,load_h21_kw,load_h22_kw,load_h23_kw,true_pattern,predicted_cluster
dis-011,27.397126551449,0.09873753130243708,0.9925219503651537,0.8747415139064999,756.2222411666588,765.1606931834061,644.173916551432,642.3054037419008,634.1249790568968,782.748584281016,685.7019891964786,704.8277966160888,618.4938313514118,588.3481429070545,483.1092961024549,267.98863284651975,593.1405424729647,-15.903785838804014,-161.63421928383644,-151.84453079486784,34.096198220260234,130.2238584562329,407.3029162205027,579.781657362763,766.101341059741,784.3834914537256,878.6370500706313,864.2704415606221,distributed_energy,1
dis-012,23.768770428939526,0.09041037450743275,0.7081219213448906,0.9173916224076233,719.1208147159253,731.0869829661619,674.7850909004961,714.7308903027084,738.6241480421672,731.7454522272416,756.029312649392,695.2353864200595,496.37298354420454,500.2564327612781,221.5546047540258,126.06492237688161,-54.915291057430416,-121.34940169541261,-120.69909488365842,131.31893187357346,288.02175254473565,640.8141208940731,846.7041881866782,834.4976030783236,917.8375178936195,840.9968622146966,796.9270530158952,,distributed_energy,1
dis-013,16.04162338008871,0.17666399817607936,0.7805712056453186,0.887364803019834,539.6467049806206,495.12236509074955,509.14646028214605,506.0433407035359,477.8823999128232,524.8657330588262,508.3984308763624,472.7306987842076,445.7987366726409,349.36796704113897,164.02423679011395,66.1134992511518,-64.01870592051601,-71.19733301392823,-43.092060411923725,158.02031374403975,274.7871801410851,415.85276349897,593.9418632684054,547.6215437374198,573.4999886753494,655.8584440196885,594.5614176152101,567.4614893843408,distributed_energy,1
dis-014,22.782348337947777,0.13725031881439503,0.8122865001385253,0.9111240862199074,455.87634388643573,380.7914304460035,402.79815232542796,374.29151128016883,351.71433698836745,331.27261503618934,188.0430635959128,168.22048829689732,67.26393277722678,-42.75893853720988,-135.64175924045182,-48.32326209623019,121.61058789214859,136.96484750289954,,429.3696016306299,551.7469330111709,524.1888827542554,541.4164429475277,516.7814176753736,526.5443833051471,419.28552908463183,366.8859478522565,438.75991247685926,distributed_energy,1
dis-015,37.85906653254047,0.08444391517263795,0.8970289512703209,0.8373353246724169,384.68177513444255,438.2561853656609,458.59411514067557,432.586762110033,362.09100911355335,377.973892329809,352.8570951915034,194.71558959173285,117.50468185037988,71.12869628807427,-94.8093301372051,-48.437874288277094,37.96700608508659,98.76337730432871,241.22258262615583,440.192680179755,459.57703650098523,504.52323575229866,27.93740497713482,543.7083846928924,484.9156253718387,440.95778185173225,1453.2423193857899,431.4625417664718,distributed_energy,1
dis-016,26.187206934199576,0.14002432634891526,0.8402234582779513,0.9507950995008976,406.16185787568963,355.40376265142515,400.2345410753941,442.34932385647903,400.9548852133068,372.84685091991753,357.00097597328966,333.93162058306825,291.813105840926,217.10275693131507,160.71606848992474,-7.0749459467415,-8.30199123531586,-65.45431841808559,-6.225189463618397,45.656839442232084,236.4655222748604,357.9503775270638,,436.5873453105562,516.2069123072451,490.69561216881135,408.9638709361247,426.2976290588039,distributed_energy,1
dis-017,20.516091583526492,0.14254266861741088,0.9693570787034747,0.8820715879019246,861.4694290466329,818.5315727557819,756.7130950761239,776.4883075135095,571.5236805043054,698.8712463061047,705.4793979876712,622.687281165885,705.8433545799834,741.1954837464591,577.2309176205242,563.560164665919,370.3572075400011,214.5991912235136,147.77329815533776,-85.50336686460034,-77.63416188224646,-123.9332352424693,233.192524845613,396.3811319226958,583.544488037773,799.9672023696309,804.1914448555831,,distributed_energy,1
dis-018,25.4216916692757,0.13590122062560694,0.8028336212685938,0.9690148296376255,435.88440727533515,432.5764587336947,515.1585970250461,396.51059213082567,484.11096458388613,485.37543186436926,410.34363755672376,492.4840448023477,424.6685026990505,370.9989694322922,260.2421357353469,147.9175868743269,39.467885027550516,-24.175357264369364,-19.087849697080408,-13.202084746725362,58.790708787540176,253.93410563491386,398.0808206302148,500.98930446379154,568.3905332031262,554.3608009473104,1812.9108734657652,489.37236481932706,distributed_energy,1
dis-019,26.758235730089925,0.16933352573057653,0.8270168101599594,0.9199488876919892,28.15399142814672,587.9606495396758,519.7685586650146,558.6781900689467,491.0495946146489,596.4946298148208,,528.4804971723626,570.2947992100482,474.6790174767016,305.60269695521737,166.60823243161641,43.85153515179199,-25.019822884585828,-80.84192037912246,-38.15470743918869,162.7002058835238,274.83279957835776,539.6058297626405,591.3729559102769,735.0342502833793,702.1635469014017,705.8775313275954,604.1620818640936,distributed_energy,1
dis-020,17.569792038829533,0.08769247946245473,0.8183930856171024,0.928620127100881,394.67993173420615,453.8216714472374,485.6628713823675,449.1124467969493,376.1706705055144,435.589128434851,422.3338595468664,463.9122905078296,298.4070394046807,249.82601760504795,210.1346922756457,60.680537845418726,-18.98633466612496,-59.858225192755505,-8.657157001349614,112.67515936392927,205.13523752455563,400.9827385531163,442.4198644736411,561.321945630068,574.4719402826701,533.3775293811398,521.2686024211007,472.486702751438,distributed_energy,1
dis-021,22.595246776302524,0.1799469071211206,0.9270080207326679,0.867576964303891,668.5180576948787,584.0553551917849,611.224608435794,607.6991444735274,691.649264089365,,594.9031317661247,584.666987382813,392.90330873224343,368.68945244656,310.08390121960826,71.62985925195076,-48.925203998286236,,12.975539802245867,35.59603290435864,251.10725997307497,537.1325546915173,654.8179859286549,837.4293864761519,790.1565802570013,695.3135980334448,681.444291656642,573.1705067978203,distributed_energy,1
dis-022,20.509671904786522,0.12431675693583927,0.9419423122007379,0.9094525998110413,399.24648424557336,396.46007614709686,323.66040074111424,396.92928494596185,395.128657554531,388.02318997921435,404.1560686236234,342.05309466560476,414.64529790511034,310.5397561835321,310.87512240675665,176.5212664073845,107.30959770519787,79.67054070658986,-37.99501355335906,-31.24913040606356,-9.790789172162532,71.68239821543303,231.19646121553959,309.06999360883935,,444.0797402014136,495.2532445428477,477.5659327965388,distributed_energy,1
dis-023,23.081844742762723,0.1690934810089358,0.6811647017762686,0.8550945842141899,429.1663697291245,443.5754026667782,408.2397111337166,384.1396517855156,361.4370168415867,318.39344524922313,221.3300421099011,158.50183634786796,68.22743554345038,-85.19822140124072,-61.530576771374015,-25.518477232524855,97.11294280466826,226.03234673846347,321.46786824694266,437.73930232620916,541.7866540083421,590.25920828541,474.14894022610497,523.1230678276235,519.9218174392096,1631.1479147708308,467.16370650195955,437.43088494524795,distributed_energy,1
dis-024,22.4857552500931,0.10802011851292143,0.6972633336196826,0.9593216899397051,470.1576178430975,488.6750761790466,455.0299785969176,451.84948950427963,489.0054768453813,453.50745012928957,459.4276374436758,402.1033011295826,305.2735718470253,183.74344723804836,107.90899617214532,-78.94569158548602,-73.10941692357335,18.672440747992233,143.55212541513953,208.36352727278862,407.5200856995549,592.6191260308466,635.7392612247663,644.7145885091495,612.1450315162546,571.7094377984967,561.9767567921621,538.3573258076434,distributed_energy,1
