timestamp,park_id,facility_id,facility_type,industry_segment,contracted_capacity_kw,equipment_efficiency,gross_load_kw,renewable_generation_kw,net_load_kw,temperature_c,tariff_usd_kwh,is_weekend,is_anomaly,quality_flag,data_source
2026-01-01T11:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1566.331,136.481,1429.851,13.39,0.109,0,0,valid,synthetic_generator_v1
2026-01-01T12:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1542.311,163.822,1378.489,14.32,0.109,0,0,valid,synthetic_generator_v1
2026-01-01T13:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1510.982,154.257,1356.725,14.55,0.109,0,0,valid,synthetic_generator_v1
2026-01-01T14:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1494.67,134.676,1359.994,16.97,0.109,0,0,valid,synthetic_generator_v1
2026-01-01T15:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1537.099,112.464,1424.634,14.54,0.109,0,0,valid,synthetic_generator_v1
2026-01-01T16:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1516.0,77.018,1438.983,15.19,0.165,0,0,valid,synthetic_generator_v1
2026-01-01T17:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1477.763,37.616,1440.147,12.9,0.165,0,0,valid,synthetic_generator_v1
2026-01-01T18:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1536.26,0.0,1536.26,12.27,0.165,0,0,valid,synthetic_generator_v1
2026-01-01T19:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1556.191,0.0,1556.191,10.18,0.165,0,0,valid,synthetic_generator_v1
2026-01-01T20:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,844.791,0.0,844.791,7.38,0.165,0,0,valid,synthetic_generator_v1
2026-01-01T21:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,840.404,0.0,840.404,6.95,0.165,0,0,valid,synthetic_generator_v1
2026-01-01T22:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,887.214,0.0,887.214,5.21,0.091,0,0,valid,synthetic_generator_v1
2026-01-01T23:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,790.164,0.0,790.164,3.13,0.091,0,0,valid,synthetic_generator_v1
2026-01-02T00:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,876.839,0.0,876.839,1.64,0.091,0,0,valid,synthetic_generator_v1
2026-01-02T01:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,845.653,0.0,845.653,3.7,0.091,0,0,valid,synthetic_generator_v1
2026-01-02T02:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,821.16,0.0,821.16,1.66,0.091,0,0,valid,synthetic_generator_v1
2026-01-02T03:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,878.269,0.0,878.269,0.07,0.091,0,0,valid,synthetic_generator_v1
2026-01-02T04:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,863.324,0.0,863.324,1.1,0.091,0,0,valid,synthetic_generator_v1
2026-01-02T05:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,926.422,0.0,926.422,3.98,0.091,0,0,valid,synthetic_generator_v1
2026-01-02T06:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,869.423,0.0,869.423,5.62,0.091,0,0,valid,synthetic_generator_v1
2026-01-02T07:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1591.782,41.543,1550.239,7.52,0.091,0,0,valid,synthetic_generator_v1
2026-01-02T08:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1515.341,75.09,1440.25,7.79,0.109,0,0,valid,synthetic_generator_v1
2026-01-02T09:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1470.75,110.302,1360.447,10.45,0.109,0,0,valid,synthetic_generator_v1
2026-01-02T10:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1613.786,135.404,1478.381,13.41,0.109,0,0,valid,synthetic_generator_v1
2026-01-02T11:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1443.473,141.753,1301.721,12.66,0.109,0,0,valid,synthetic_generator_v1
2026-01-02T12:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1506.171,136.227,1369.944,14.47,0.109,0,0,valid,synthetic_generator_v1
2026-01-02T13:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1524.877,153.648,1371.229,15.85,0.109,0,0,valid,synthetic_generator_v1
2026-01-02T14:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1529.202,144.183,1385.019,15.32,0.109,0,0,valid,synthetic_generator_v1
2026-01-02T15:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1510.824,102.655,1408.169,16.84,0.109,0,0,valid,synthetic_generator_v1
2026-01-02T16:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1619.22,85.449,1533.771,14.09,0.165,0,0,valid,synthetic_generator_v1
2026-01-02T17:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1569.848,38.248,1531.599,12.77,0.165,0,0,valid,synthetic_generator_v1
2026-01-02T18:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1504.41,0.0,1504.41,12.35,0.165,0,0,valid,synthetic_generator_v1
2026-01-02T19:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1478.705,0.0,1478.705,9.24,0.165,0,0,valid,synthetic_generator_v1
2026-01-02T20:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,855.455,0.0,855.455,9.09,0.165,0,0,valid,synthetic_generator_v1
2026-01-02T21:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,843.398,0.0,843.398,7.35,0.165,0,0,valid,synthetic_generator_v1
2026-01-02T22:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,867.907,0.0,867.907,7.25,0.091,0,0,valid,synthetic_generator_v1
2026-01-02T23:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,931.45,0.0,931.45,5.93,0.091,0,0,valid,synthetic_generator_v1
2026-01-03T00:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,625.862,0.0,625.862,4.59,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T01:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,671.316,0.0,671.316,1.67,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T02:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,675.264,0.0,675.264,3.59,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T03:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,636.744,0.0,636.744,2.08,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T04:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,709.308,0.0,709.308,2.44,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T05:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,658.011,0.0,658.011,3.37,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T06:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,665.154,0.0,665.154,7.01,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T07:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1202.602,36.194,1166.408,7.38,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T08:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1299.164,80.435,1218.729,9.18,0.109,1,0,valid,synthetic_generator_v1
2026-01-03T09:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1134.952,119.477,1015.474,10.37,0.109,1,0,valid,synthetic_generator_v1
2026-01-03T10:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1165.244,146.777,1018.467,13.85,0.109,1,0,valid,synthetic_generator_v1
2026-01-03T11:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1151.494,166.647,984.847,13.66,0.109,1,0,valid,synthetic_generator_v1
2026-01-03T12:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1159.148,163.268,995.88,14.33,0.109,1,0,valid,synthetic_generator_v1
2026-01-03T13:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1283.15,140.497,1142.653,13.9,0.109,1,0,valid,synthetic_generator_v1
2026-01-03T14:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1315.153,119.646,1195.507,18.11,0.109,1,0,valid,synthetic_generator_v1
2026-01-03T15:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1266.627,105.086,1161.542,16.07,0.109,1,0,valid,synthetic_generator_v1
2026-01-03T16:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1213.253,73.757,1139.495,15.9,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T17:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1185.494,35.633,1149.861,12.2,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T18:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1214.77,0.0,1214.77,11.74,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T19:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1197.511,0.0,1197.511,11.14,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T20:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,667.514,0.0,667.514,9.28,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T21:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,640.051,0.0,640.051,7.55,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T22:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,720.662,0.0,720.662,4.07,0.091,1,0,valid,synthetic_generator_v1
2026-01-03T23:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,709.784,0.0,709.784,1.86,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T00:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,682.863,0.0,682.863,1.55,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T01:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,661.59,0.0,661.59,1.29,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T02:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,662.214,0.0,662.214,-1.9,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T03:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,599.52,0.0,599.52,0.97,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T04:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,707.617,0.0,707.617,0.27,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T05:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,658.188,0.0,658.188,1.96,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T06:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,720.553,0.0,720.553,6.75,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T07:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1230.287,40.933,1189.354,6.89,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T08:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1236.953,71.992,1164.961,7.34,0.109,1,0,valid,synthetic_generator_v1
2026-01-04T09:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1244.446,98.556,1145.89,9.76,0.109,1,0,valid,synthetic_generator_v1
2026-01-04T10:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1131.286,122.278,1009.007,12.55,0.109,1,0,valid,synthetic_generator_v1
2026-01-04T11:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1258.47,163.12,1095.35,12.5,0.109,1,0,valid,synthetic_generator_v1
2026-01-04T12:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1197.485,160.614,1036.87,13.02,0.109,1,0,valid,synthetic_generator_v1
2026-01-04T13:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1243.789,154.41,1089.379,15.31,0.109,1,0,valid,synthetic_generator_v1
2026-01-04T14:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1199.104,146.867,1052.236,15.54,0.109,1,0,valid,synthetic_generator_v1
2026-01-04T15:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1171.749,99.304,1072.446,12.46,0.109,1,0,valid,synthetic_generator_v1
2026-01-04T16:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1211.327,76.629,1134.698,16.01,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T17:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1240.207,44.993,1195.214,14.1,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T18:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1160.519,0.0,1160.519,12.0,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T19:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1237.375,0.0,1237.375,10.45,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T20:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,641.311,0.0,641.311,9.95,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T21:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,672.456,0.0,672.456,7.38,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T22:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,694.842,0.0,694.842,5.69,0.091,1,0,valid,synthetic_generator_v1
2026-01-04T23:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,738.16,0.0,738.16,0.82,0.091,1,0,valid,synthetic_generator_v1
2026-01-05T00:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,796.013,0.0,796.013,2.51,0.091,0,0,valid,synthetic_generator_v1
2026-01-05T01:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,880.241,0.0,880.241,-0.71,0.091,0,0,valid,synthetic_generator_v1
2026-01-05T02:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,766.815,0.0,766.815,-1.7,0.091,0,0,valid,synthetic_generator_v1
2026-01-05T03:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,891.062,0.0,891.062,0.79,0.091,0,0,valid,synthetic_generator_v1
2026-01-05T04:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,893.462,0.0,893.462,1.1,0.091,0,0,valid,synthetic_generator_v1
2026-01-05T05:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,854.697,0.0,854.697,1.2,0.091,0,0,valid,synthetic_generator_v1
2026-01-05T06:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1988.11,0.0,1988.11,3.03,0.091,0,1,anomaly,synthetic_generator_v1
2026-01-05T07:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1452.336,43.917,1408.418,6.18,0.091,0,0,valid,synthetic_generator_v1
2026-01-05T08:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1506.571,84.831,1421.74,4.2,0.109,0,0,valid,synthetic_generator_v1
2026-01-05T09:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1579.48,121.092,1458.388,9.05,0.109,0,0,valid,synthetic_generator_v1
2026-01-05T10:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1590.385,140.58,1449.805,9.58,0.109,0,0,valid,synthetic_generator_v1
2026-01-05T11:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1473.477,138.689,1334.788,11.24,0.109,0,0,valid,synthetic_generator_v1
2026-01-05T12:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1605.531,161.535,1443.996,14.03,0.109,0,0,valid,synthetic_generator_v1
2026-01-05T13:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1554.131,167.327,1386.804,12.51,0.109,0,0,valid,synthetic_generator_v1
2026-01-05T14:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1509.593,123.992,1385.601,15.11,0.109,0,0,valid,synthetic_generator_v1
2026-01-05T15:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1552.2,114.977,1437.223,12.98,0.109,0,0,valid,synthetic_generator_v1
2026-01-05T16:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1589.027,74.114,1514.913,13.5,0.165,0,0,valid,synthetic_generator_v1
2026-01-05T17:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1520.876,45.462,1475.414,13.23,0.165,0,0,valid,synthetic_generator_v1
2026-01-05T18:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1548.936,0.0,1548.936,10.34,0.165,0,0,valid,synthetic_generator_v1
2026-01-05T19:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1541.157,0.0,1541.157,8.89,0.165,0,0,valid,synthetic_generator_v1
2026-01-05T20:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,861.04,0.0,861.04,7.4,0.165,0,0,valid,synthetic_generator_v1
2026-01-05T21:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,776.596,0.0,776.596,3.28,0.165,0,0,valid,synthetic_generator_v1
2026-01-05T22:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,942.017,0.0,942.017,3.15,0.091,0,0,valid,synthetic_generator_v1
2026-01-05T23:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,845.314,0.0,845.314,2.47,0.091,0,0,valid,synthetic_generator_v1
2026-01-06T00:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,848.702,0.0,848.702,0.51,0.091,0,0,valid,synthetic_generator_v1
2026-01-06T01:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,969.85,0.0,969.85,-0.93,0.091,0,0,valid,synthetic_generator_v1
2026-01-06T02:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,886.653,0.0,886.653,-1.07,0.091,0,0,valid,synthetic_generator_v1
2026-01-06T03:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,880.446,0.0,880.446,-1.87,0.091,0,0,valid,synthetic_generator_v1
2026-01-06T04:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,890.152,0.0,890.152,0.5,0.091,0,0,valid,synthetic_generator_v1
2026-01-06T05:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,881.422,0.0,881.422,0.53,0.091,0,0,valid,synthetic_generator_v1
2026-01-06T06:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,848.852,0.0,848.852,0.13,0.091,0,0,valid,synthetic_generator_v1
2026-01-06T07:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1572.526,41.69,1530.836,5.65,0.091,0,0,valid,synthetic_generator_v1
2026-01-06T08:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1513.18,89.003,1424.177,2.27,0.109,0,0,valid,synthetic_generator_v1
2026-01-06T09:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1554.784,117.07,1437.714,6.96,0.109,0,0,valid,synthetic_generator_v1
2026-01-06T10:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1532.048,124.94,1407.107,9.44,0.109,0,0,valid,synthetic_generator_v1
2026-01-06T11:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1507.204,165.345,1341.859,11.58,0.109,0,0,valid,synthetic_generator_v1
2026-01-06T12:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1498.982,177.785,1321.197,10.72,0.109,0,0,valid,synthetic_generator_v1
2026-01-06T13:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1517.345,134.007,1383.338,14.27,0.109,0,0,valid,synthetic_generator_v1
2026-01-06T14:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1600.144,122.771,1477.373,13.13,0.109,0,0,valid,synthetic_generator_v1
2026-01-06T15:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1554.258,102.735,1451.523,12.05,0.109,0,0,valid,synthetic_generator_v1
2026-01-06T16:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1582.946,78.231,1504.715,11.24,0.165,0,0,valid,synthetic_generator_v1
2026-01-06T17:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1501.517,42.098,1459.42,8.75,0.165,0,0,valid,synthetic_generator_v1
2026-01-06T18:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1529.033,0.0,1529.033,9.02,0.165,0,0,valid,synthetic_generator_v1
2026-01-06T19:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,1562.934,0.0,1562.934,8.48,0.165,0,0,valid,synthetic_generator_v1
2026-01-06T20:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,946.643,0.0,946.643,6.18,0.165,0,0,valid,synthetic_generator_v1
2026-01-06T21:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,820.115,0.0,820.115,3.11,0.165,0,0,valid,synthetic_generator_v1
2026-01-06T22:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,826.033,0.0,826.033,1.71,0.091,0,0,valid,synthetic_generator_v1
2026-01-06T23:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,831.118,0.0,831.118,0.94,0.091,0,0,valid,synthetic_generator_v1
2026-01-07T00:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,836.355,0.0,836.355,-1.16,0.091,0,0,valid,synthetic_generator_v1
2026-01-07T01:00:00-05:00,PARK-DEMO-01,F-101,energy_intensive,Metal processing,1736.11,0.8702,860.483,0.0,860.483,-3.4,0.091,0,0,valid,synthetic_generator_v1
